comment,sentiment
官网满减的活动非常划算又买了一大堆的衣服不开心就是要买买买优衣库的粉一上新款就来买希望以后有很多的优惠活动,1
店铺的服务质量很好就是有的时候感觉挺忙的不太好意思喊他们,1
店铺感觉好有朝气陈燕楣服务好好我一直让她帮我找裤子她都笑脸服务我自己都觉得烦他居然这么有耐心点赞,1
衣服不要太好看又实惠质量又好很满意收银员尹萌态度很好很满意,1
挺满意的每次来找东西什么的态度都非常好没有不满意的员工,1
没有什么不满意的挺好的服务态度很好积极给查找衣服,1
一直都很喜欢优衣库的衣服质量什么的简直不要太好,1
第一次到这里买东西买裤子的时候放的比较高工作人员帮我拿还去试衣间给我量裤子很积极帮我挽裤脚那态度从没见过服务这么好的一个小胖子穿个粉色的衬衫忘了叫啥了  点赞  一个店铺好不好先看服务人员的态度  喜欢,1
前台宋单单退换货特别熟练微笑很满意没有因为是退货而不开心,1
工作人员服务的态度我很满意有很多商品价格和尺码都是能够慢慢跟我讲解很赞赞赞赞,1
喜欢喜欢喜欢还是喜欢不喜欢怎么会在优衣库买这么多衣服呢,1
我的天前台结账的小哥哥赵萌萌长得也太好看了吧还那么温柔有礼貌这样的顾客服务怎么会不满意呢我满意满意非常满意,1
在优衣库买了这么多东西了没有一次购物不愉快大爱,1
简直不要太棒了是我逛过最棒的一家店,1
在收银处排了回队但是并没有让我感到不开心很好的服务,1
特别感谢收银员一位个子高高的小男孩儿那么有耐心的回答我的问题,1
来买问了员工服务不要太好真的很棒优衣库今年的也太好看了吧,1
今天在男装遇到一个妹妹态度特别的好我让她帮我拿了几次衣服都没有不赖烦还各种给我介绍专门为她进行一个评价叫李兰,1
优衣库的衬衫超级好不爱起皱上班穿很舒服,1
每次来大卫城管它买不买逛了再说可是一逛就停不下来了试衣间人好多啊小姐姐还那么有耐心真香,1
我喜欢乐松优衣库呦 喜欢你们的服务态度不要太好啦就是你啦,1
店里员工都挺热情耐心的又一个叫美玉的员工帮了我很多我都不太好意思了,1
很满意不喜欢的还可以退换货退货也很快钱立马到账了,1
郑雪婷今天试的衣服有点多谢谢小姑娘那么有耐心,1
没有什么不满意的,1
五星好评肯定的了因为没有人不喜欢服务优秀 店铺整洁的地方,1
很喜欢优衣库的衣服 质量很好 而且不喜欢的也可以随意退换,1
愿意来优衣库不满意还可以退服务员全程微笑给办理推荐家人也来,1
没有不满意的每个人都很友好非常感谢他们帮助我,1
楼上试衣间的小姐姐很温柔也很耐心我试了很多衣服她都没有一点不高兴很开心的一次购物,1
张倩倩服务员很热情态度温和不厌其烦为我取衣架拿走我不满意的衣服一直耐心等待到我满意为止,1
我对李梦的服务非常满意好温柔好可爱一女孩子谁会不喜欢呢,1
朱姓员工的服务态度不要太好呀有耐心引导也到位我非常满意的哦,1
高端大气上档次低调奢华有内涵简直不要太好看啦,1
服务员态度很好也很有耐心在我拿了那么多衣服进试衣间试的时候没有像其他店的员工那样不高兴态度超好的说超满意的购物体验,1
宋丹丹缝补的裤子我很满意改的长度也还满意还对我说回家不满意可以继续来修改裤长,1
再赤峰多开几个优衣库好不好呢这样就不用跑那么老远啦哈哈,1
试衣间的妹妹态度特别好   好像叫胡丽珍  主动来给我量裤脚  让我特别的开心  本来还不太好意思问能不能给我改裤脚  这下子就不用问了   给胡妹妹点个赞,1
优衣库的服务态度很好很满意很不满意很满意,1
服务人员提供的服务和应对非常满意没有令我不满意的地方以后还会来优衣库买衣服,1
易婷的服务态度太好了 今天的购物体验极佳 下次来优衣库还是会找她服务 毕竟谁不爱,1
优衣库果然不会让我们失望很喜欢这个店太棒了,1
还行吧就那样没感觉有什么不好的地方就是希望多搞一点活动,1
我觉得黄思语小姐姐的服务态度很好啊真的蛮有耐心的很久没见过这么有耐心的小姐姐了打一下吧,1
非常满意没有让我不满意的事情,1
服务周到态度可亲目前没有见到对顾客态度不好的员工,1
帮妹妹买衣服她比较害羞不太好意思和小姐姐说话小姐姐人超级好还帮忙推荐了穿搭一次很好的购物体验,1
喜欢的款式又来了新花色今天穿了裙子不方便搭配卖场的姑凉非常热情的帮我搭配了其它衣服一起试穿试衣间的员工还帮我拎篮子把衣服放到了试衣间还拉好了帘子服务真的是太好了自己都有点不好意思,1
那位小哥服务态度好即使客人很多但是依旧没有表露出不好的表情给人的购物体验很好,1
五一过后的优衣库没有什么人但是并没有因为顾客少卖场员工对我们冷漠反而是很热情的接待我们替我找货,1
我的天 服务简直不要太好了 胡倩倩那个店员服务没话说来过的 都说好,1
店铺温度舒适在逛的过程中体验感良好人就不会太过于密集衣服都叠的整齐没有看到乱七八糟的场面有问题问了店员也能及时解决最终买到了适合自己的衣服感到满意下次还来,1
是一件的小哥哥很好耐心的帮我衡量衣服合不合适好不好看点赞,1
服务到位 店员帮忙找衣服找了很久但是也没有一点不耐心,1
这还都不满意还要咋样还要上天呐脑子好,1
挺好的一次购物体验特别是刚出的新款要不要太好了特别是灯芯绒太爆款了吧,1
员工刘徐从我进店开始一直热情接待我还根据我的需要给我拿了很多次衣服很耐心很热情的为我服务试了很多衣服也没有不耐烦不高兴还是很热情的为我服务真是人美心善讷,1
来来回回好几圈都找不到那个衣服业务员是个小姐姐不太好意思问可能小姐姐看出来我找不到衣服主动问我需要帮忙吗最后买到啦给小姐姐小心心,1
引导服务亲切到位收银服务亲切迅速对工作人员的服装语气语调等等非常满意并没有有让人不满意的地方,1
没有什么不满意 员工都能热情似火贴心 刘家搏服务的很周到,1
今天买裤子 裤子有点长试衣间的工作人员很耐心的询问我满不满意 帮我改了好几次 谢谢他,1
我这人不爱说话第一次一个人买内衣挺不好意思的就在我不知道穿多大的时候陈喆小姐姐跟我打招呼我也就简单的询问了一下他给我推荐了好多样子还有尺码在这里我反馈一下棒棒哒,1
每次购物都非常开心工作人员态度依旧那么好那么有耐心,1
没有任何不满意的希望店员可以越来越好加油加油加油呀,1
结账服务的小哥哥态度简直不要太好 非常满意,1
满意没有不满意的员工服务很好不知道姓名谢谢,1
裤子还能免费改简直不要太棒,1
早上来的试衣间的小姐姐非常和蔼可亲态度简直不要太好啦打打高路,1
自提很好看到别人排队我却潇洒的拿了东西就走简直不要太爽,1
最爱的暴雪终于和优衣库出联明了简直不要太好看,1
感谢优衣库的服务员这么忙的时候 还可以对我们这么有耐心 点个赞,1
花少少的钱能有如此的服务值了且不会有不买就不爽的情况赞,1
没有不满意的 都很满意 干净整洁 态度良好 我也不知道现在到没到二十个字我实在不知道该说啥了 我没了,1
店里还给免费熨衣服真的很好还有谢谢收银小姐姐那么有耐心,1
没有不满意的员工,1
有位叫维芝的在我很难做决定的时候给我讲解了衣服的穿搭也给了我提了一些穿搭的建议我去过好几家店首次遇到这么有耐心的人给他点个赞,1
经常没事就会过来逛逛看看有没有喜欢的,1
冯伟小哥哥服务不要太好超满意,1
大爱优衣库的衣服我超级喜欢秋装的卫衣不要太好看,1
戴眼镜收银小姐姐很可爱很温柔很细心 以后会多多光顾 衣服质量不知道好不好,1
好非常棒 逛了一圈没有发现什么不好的地方,1
没发现不满意,1
王冬梅  谢谢这么有耐心的帮我找衣服 非常满意,1
质量好又很便宜谁不喜欢呢哈哈哈哈哈谁不喜欢呢谁不喜欢呢反正我喜欢,1
哈哈哈店员指引 我问我有没有不满意的地方 很贴心 当然满意了,1
这家店真的不要太好了吧以后去别的优衣库都不习惯了吧,1
陈洪福态度简直不要太好下次还来,1
找了很久终于找到了一直想买的裤子开熏 真的很谢谢陶慧小姐姐的推荐建议哟啾咪 服务也是蛮周到的没有不满意的嘻嘻 优衣库衣服质量真的很好顺道了买了个,1
今天让小姐姐拿了很多次衣服还问了很多衣服好不好看很耐心哈哈金丽虹,1
吹爆童宗晗小哥哥态度简直不要太好,1
谢谢你们收银员我上次手机不小心丢在试衣间了周蒙蒙小姐姐帮我找到了很感谢万分感谢小姐姐是大学生吧勤工俭学的能看出来这样的小姑娘不要太好这样早来社会历练挺好加油加油未来属于你们的加油鸭,1
衣服很好找同款的都在一样的地方种类也很多员工都很热情很有耐心帮孩子找衣服员工都很卖力的在帮忙找推荐尺码一点没有不耐烦或者不高兴这个员工叫毛雪莹,1
试衣间那个女生说是叫张佳敏叫我帮她投票一直在试衣间试衣服还让她帮我拍照给我孩子看好不好看那么忙还那么有耐心的帮我拍照笑容又很亲切,1
优衣库的门店自提服务很好用在家里就可以买好不满意还可以现场退谢谢店员的推荐,1
的恤确实很好看刚好赶上了补货运气不要太好非常感谢店员小姐姐的指路第一时间冲过去,1
基本上每周有空就会过来看看有没有喜欢的新品这里的店内导购员非常的热情解答疑问也非常的仔细谢谢大家,1
我经常来优衣库我们一家都是优衣库的忠实粉丝简直不要太爱哦漫威英雄联名,1
试衣间的小哥哥帮我购物筐然后帮我拉门帘非常的主动而且热情让我特别的开心试了几件以后不是很满意他也没有什么不好的情绪总之服务是真的好态度真的很棒,1
服务非常好优衣库简直业内标杆每一位员工都很有活力但也不会热情过头让人感觉非常舒适,1
总体还可以吧没有什么不满意的嗯嗯嗯就这样了,1
我买两件裤子帮我省下来块钱简直不要太赞了谢谢你们的店里的员工何彬,1
没有不满意 环境清洁 服务态度到位,1
五一人很多 服务也没有因此不好了 还和往常一样,1
买了你们家很多东西每一次都没买失望过韩敬怡小姐姐好可爱服务还非常好,1
一件毛衣才元真的很便宜去试衣间来来回回试了好几次试衣间的小姐姐也没有半点不开心还给我建议哪件更合适很满意,1
满意本次购物未发生不愉快收银员杨睿智服务很好,1
非常满意的服务啦每次都会来的 小哥哥小姐姐的服务简直不要太棒,1
最近中了优家的毒无法自拔 可以说是物美价廉啦 不要太好 好嘛,1
对该店员工张兰服务感到非常满意热情体贴本来有点儿郁闷的心情感到很舒畅给这家店点个赞,1
满意很满意无论多么忙小姐姐小哥哥们都那么有耐心的,1
服务态度棒棒哒表扬一个小姐姐谭嘉敏小姐姐暖心把我今晚的郁闷气给缓解缓解了也选到了合适的情人节礼物谢谢啦,1
非常感谢二楼收银前台的小哥哥态度很好而且非常的有礼貌让我等待期间的郁闷的心情一扫而光很开心下次还会来的嘿嘿,1
今天逛优衣库打算一件防晒衣要多吧  收银小姐姐问我有没有会员 我说没有 后来她很有耐心的教我注册会员网络真的太差了然后领了一个减块钱的劵 简直好到爆表白小姐姐  突然感受到了顾客是上帝的这种待遇 所以后来她让我给她反馈评价我也是很乐意的 这个小姐姐叫什么娉婷来着哈哈哈哈哈好评,1
服务人员提供的服务和应对非常满意 没有令人不满意的地方 以后买衣服都来优衣库,1
没有什么不满意的 服务态度也好 挺好的挺好的,1
衣服质量很好店里的小姐姐也很热情的帮找衣服试衣间的小哥哥也没有因为拿太多试穿而表情不好哈哈买东西的欲望都强一点哩,1
蛮好哒优衣库物美价廉的典范继续保持啊一直买买买停不下来啊物美价廉谁不喜欢呢,1
鞠乐非常好看吗满意不满意的人没有啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1
满意有个姓罗的女生服务周道热情礼貌搞得我还不大好意思对于我的相关咨询回答行有耐心,1
马一川服务很好店铺很干净没有特别不好的购物经历,1
防晒衣大降价 简直超值 买买买 买不了吃亏买不了上当 开熏,1
优衣库员工服务真的不要太好了吧 有一次小孩要喝奶 问员工有没有热水 员工说有 一会就把热水接来了,1
在优衣库买东西没有一次失望的店员的服务态度超级好大爱,1
陪女朋友逛的收银员唐家璇简直不要太赞热情的给我们讲解店铺活动必须好评,1
没有任何不好的我觉得都非常棒,1
非常好前台收银小姐姐很有耐心希望下次还能遇见这么有耐心的实习生,1
从店内选衣试衣到结账都非常满意店员很热情目前没有什么不满意的地方,1
没有什么不满意的到他们家来买衣服都挺好的,1
服务到位态度亲切友好衣服好看实惠哈哈哈哈简直不要太好看好看死啦嘿嘿,1
昨天下午给过一个反馈 今天早上又致电门店 接电话的员工听完我的诉求后非常快速且非常有质量的帮我解决了问题 非常满意 昨天在情绪非常激动的状况下反馈了差评 非常感谢还能这么耐心的帮我解决了问题 优衣库的服务还是比较值得期待的 谢谢旧宫住总万科店的何文鑫员工,1
没有令人不满意的地方店面很大衣服种类也很多服务人员素质都很好,1
优衣库服务态度很好今天帮忙搭配挑选衣服还教怎么使用优惠券简直不要太好,1
很好超级满意的又超级喜欢的不喜欢是不可能的不满意也是不可能的,1
逛的很开心新的联名简直不要太好看了店员都很热情的帮我找衣服收银也很快满意,1
非常满意在多人的情况下还能这么有耐心很棒的服务体验非常满意,1
很好的购物体验目前还没有不满意的地方以后购物时发现问题的话再及时反馈,1
都挺好的没什么不满意不懂问了服务人员很积极的帮我找商品,1
今天特意带孩子逛逛看看有没有喜欢的衣服满载而归啊,1
这家店铺特别大商品比其他店都要齐全员工也很有热情对待顾客也挺有耐心特别我在试衣间试裤子人特别多又热但试衣间的叫季津津的小姐姐还那么有耐心挺好的以后还来这架店,1
现在优衣库搞门店提货了工作人员还会教你用也太方便了吧当场不满意也可以随时退换非常好的服务项,1
试衣间里的员工张婧荟服务态度超好试多少件衣服都不会态度不好而且工作干净整洁,1
算是中规中矩的一款凉鞋吧没有什么需要完美也没有什么需要吐槽舒适性还可以,1
胡敏服务态度很好兼职不要太好,1
店员符宣丰人很好有礼貌很热心帮我找衣服现在这么有耐心的小孩子不多啦特别满意,1
今天去试衣服尽管我试了很多衣服但是试衣间的妹儿也没有不耐心很好,1
服务人员提供的服务和应对非常满意没有令我不满意的地方以后会经常来优衣库消费,1
一个叫魏敏的店员很细心的介绍了商品试了很多衣服态度很好没有丝毫的不耐心这种品质相信是优衣库每一个员工都具备的这样的店铺让顾客心情很好很棒加油,1
很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的 很好 没有什么不满意的,1
非一般的体验简直不要太棒了很喜欢的一家店呢,1
前台的张庆哲太帅啦对帅的人没有什么不满意,1
服务人员提供的服务和应对非常满意 没有什么令我不满意的地方 以后会经常来优衣库,1
没有最好只有更好更努力的人表扬吴佳美工作态度认真负责,1
服务很好慢条斯理也超级礼貌说话都很周到还懂得保护顾客隐私很好,1
没什么不满意的店面整洁然后员工都很热情收银也很快,1
试衣间的店员真给力我一直问好不好看每一次的建议都没刻意恭维喜欢来这里购物很满意,1
试衣间的工作人员真的很亲切帮我参考衣服好不好看,1
优衣库的红色连衣裙不要太好看哦春天的时候就看上了等它降价一直没舍得买不过还是太喜欢原价买了好漂漂,1
员工的素质都太好了简直不要太好太好太好了,1
都挺满意的也没具体哪个员工不好什么的给你们点赞,1
没有什么不满意 店铺好长啊 服务都挺好的,1
商场的地理位置很好和好朋友楼上吃饭下楼总是会去店里逛一圈看有没有喜欢的衣服,1
没有不满意的地方很好的店铺真的很好,1
这是单位附近的店下班喜欢过来看下有没有喜欢的衣服,1
我对服务人员的态度很满意没有领我不满意的员工购物体验很良好,1
退换货非常方便不满意都会退换从不刁难,1
有件衣服没找到黄绍芝非常热心的帮我查找衣服太谢谢啦服务态度真好一点也没有不耐心的样子,1
优衣库的衣服简直不要太好看是我喜欢的风格简约时尚而且代言人还是我的女神倪妮喜欢,1
优衣库的牛仔裤质量不要太好帮家人买了三条,1
服务非常好搭配衣服也非常漂亮今天上午去看看有没有喜欢的有买一套毕竟划算又舒服性价比高多买点,1
在优衣库买东西这么多次没有一次是失望的店员的服务态度超级好,1
店员的服务推荐啥的没的说真的不要太好,1
可以免费改裤子这个很好而且不满意还可以再改服务很奈斯,1
没有不满意服务态度特别友善,1
香坊万达的员工总是那么有耐心 因为家就在这附近所以总来 从没让我失望过,1
店员态度十分良好没有因为人多而态度恶劣有问到问题都很耐心的解答,1
试衣间的车车小姐姐很亲切我试了好几件衣服都很耐心的接待我我想要的裤子也能推荐给我下午回家了一趟想了一下晚上还是把牛仔裤买了还特别亲切的告诉我不喜欢颜色那些可以拿过来换货真的好贴心的一次购物,1
很满意呢没有什么是可以让我差评非常满意,1
李鑫试衣间的小哥哥拿错衣服尺码很友好的去帮我解决试衣间很繁忙但是一点都没有不赖烦,1
优衣库试衣间小姐姐人很温柔哦试了很多次不满意也依旧微笑服务哈哈哈哈哈哈下次还会再来的,1
店员态度很和善问了几个网红款给带过去挑好我的尺寸让我到试衣间去试穿有些衣服还真是 上身后 才知道好不好看很开心买到了网红款,1
太好了太好了 都太好了一点毛病没有感谢感谢,1
赖鑫圆解答非常认真仔细小女孩不容易很棒的员工推荐的也很好看,1
我经常来优衣库我们一家都是优衣库的忠实粉丝简直不要太爱哦,1
好评妥妥的给个好评新出来的暴雪系列简直不要太好看员工也特别和蔼感谢试衣间的员工冯祥振态度超级好很贴心的在给量裤脚,1
非常感谢王路能那么有耐心的为我们老年人服务谢谢了,1
谢宜伶小姐姐服务态度超级好人美还那么有耐心,1
店里的服务员们都好卖力啊招呼声此起彼伏的哈哈我还有点不太好意思,1
没有不满意   很好  没有不满意没有不满意没有不满意没有不满意没有不满意没有不满意没有不满意,1
经常性的会去逛逛看看有没有心仪的东西,1
都挺好的啊没什么不满意的地方员工都挺好的充满微笑,1
没有不满意的希望你们越做越好加油,1
很满意服务店里的员工很辛苦还那么有耐心的,1
爱死优衣库了服务态度简直不能太好下次再来,1
爱上优衣库啦不要太好看了希望出更多联名,1
五星五星非常的满意啊没什么不满意的地方都很好很棒,1
很满意虽然试衣服人很多也没有表现的不开心啥的挺好的这里终于也有能逛的地方了,1
看上这款宝贝已经很久了终于到手了挑来挑去挑了这家事实证明我的眼光还是很好的哟没有 让我失望做工和质量都很好最主要服务态度还好,1
没有不满意的地方   服务还可以吧  希望继续努力吧,1
怎么有那么贴心的小哥帮我挑衣服那么认真品味也超级好帅炸了啊,1
感觉优衣库工作的小姑娘真的很不容易很辛苦每次来都看到她们来回跑叠叠叠但是从来没看到她们发过脾气或者说顾客不好真的很厉害,1
非常满意没有什么不满意的都特别好服务也好很好很满意,1
张梓雯很棒 微笑超美 态度超级好 优衣库为什么有这么温柔甜美的女生 业务能力也很强 难得的好员工,1
前台收银的小姐姐服务态度不要太好微信特亲切很有感染力推荐我加入会员的诸多福利还有他们好多的秋季新款真的超棒,1
没有任何不满意的地方非常完美就是裤子小个子穿不好希望改善呢,1
试衣间小哥很有礼貌 人也很阳光 试了这么多衣服还这么有耐心 ,1
新海诚的衣服简直不要太好看｡･ω･｡ﾉ♡个人觉得性价比高于的恤面料和版型都比要扎实哈哈哈还有感谢台宇航小哥哥指路,1
都很满意没有不满意的地方员工服务态度亲切有礼貌衣服质量也很好喜欢优衣库,1
优衣库的服务不要太好主动告知我有优惠活动开心,1
服务质量一级棒主要是衣服不满意还可以退换,1
好好非常棒 逛了一圈没有发现什么不好的地方,1
今天优衣库得人非常多可是他们家的导购并没有因为人多变得服务不好反而很热情很亲切,1
超喜欢联名款的特别是漫威的简直不要太好啦真好看看我穿的朋友都来买了好多买到自己想要的衣服真好,1
